record_id,orig_monthly,orig_total,injected_error_type
2109,44.95,2168.9,none
2110,26.1,980.35,none
2111,20.2,65.95,none
2112,21.25,711.9,none
2113,59.4,1952.8,none
2114,95.0,4368.85,none
2115,61.9,2647.1,none
2116,118.65,8477.6,none
2117,54.35,54.35,none
2118,64.45,4528.0,none
2119,80.15,1790.65,total_decimal_shift
2120,20.2,845.6,overbilled_monthly
2121,21.0,1210.3,none
2122,20.45,20.45,none
2123,75.85,854.45,none
2124,80.45,2429.1,none
2125,24.95,100.4,none
2126,75.5,5229.45,none
2127,44.45,44.45,none
2128,42.35,1716.45,none
2129,74.55,3023.55,none
2130,75.3,75.3,none
2131,94.8,4837.6,none
2132,48.15,2032.3,none
2133,19.65,436.9,none
2134,70.55,70.55,none
2135,20.15,20.15,none
2136,106.6,5893.95,none
2137,91.0,1430.05,none
2138,25.4,313.0,none
2139,69.95,3871.85,none
2140,66.85,458.1,none
2141,86.15,2745.7,none
2142,20.15,341.35,none
2143,64.85,1336.8,none
2144,74.85,2181.75,none
2145,50.5,147.75,none
2146,72.9,818.45,none
2147,115.05,7133.45,none
2148,19.0,348.8,none
2149,19.55,128.6,none
2150,101.1,4674.4,none
2151,84.1,1737.45,none
2152,24.15,1498.85,none
2153,50.1,50.1,none
2154,74.6,1797.75,none
2155,19.75,498.1,none
2156,85.0,2624.25,none
2157,80.55,184.1,none
2158,106.8,5498.8,none
2159,84.5,4845.4,none
2160,25.05,369.1,none
2161,83.7,6096.9,none
2162,75.8,160.75,none
2163,96.6,2684.35,none
2164,98.5,3004.15,zero_monthly
2165,101.1,6994.8,none
2166,20.2,273.25,none
2167,94.05,5483.9,none
2168,95.25,1233.65,none
2169,74.4,527.9,none
2170,81.0,4985.9,none
2171,60.25,1258.35,none
2172,60.85,111.4,none
2173,43.95,43.95,none
2174,86.05,308.1,none
2175,20.25,383.65,none
2176,85.15,2555.9,none
2177,19.4,1284.2,none
2178,102.65,7550.3,none
2179,19.9,1110.05,none
2180,19.55,99.6,none
2181,95.5,6707.15,none
2182,84.15,4164.4,none
2183,103.2,5873.75,none
2184,50.2,109.25,none
2185,88.55,179.25,none
2186,54.75,1338.15,none
2187,19.95,862.4,none
2188,116.25,8564.75,none
2189,31.2,926.2,none
2190,24.45,1718.2,none
2191,84.2,5956.85,none
2192,91.3,91.3,none
2193,85.65,4824.45,none
2194,21.2,1238.65,none
2195,79.5,79.5,none
2196,25.55,672.2,none
2197,20.2,382.2,none
2198,63.85,4264.6,none
2199,61.95,1070.7,none
2200,25.75,1345.85,none
2201,58.2,1045.25,none
2202,85.85,3003.55,none
2203,70.1,467.55,none
2204,104.9,7537.5,none
2205,111.3,7482.1,none
2206,99.85,3343.15,none
2207,95.25,5427.05,none
2208,86.25,587.1,none
2209,100.8,100.8,none
2210,19.55,161.15,none
2211,104.0,7028.5,none
2212,104.4,5232.9,none
2213,19.5,225.85,none
2214,25.25,274.7,none
2215,86.3,1180.95,none
2216,49.85,3370.2,none
2217,108.95,7111.3,none
2218,89.9,5958.85,none
2219,82.0,5999.85,none
2220,89.95,1648.45,none
2221,79.35,5753.25,none
2222,64.05,4492.9,none
2223,101.15,3956.7,none
2224,89.95,2625.55,none
2225,76.45,1233.4,none
2226,39.1,1309.0,none
2227,34.6,813.45,none
2228,19.55,1108.8,none
2229,104.45,7349.35,none
2230,70.5,294.2,none
2231,20.35,929.2,none
2232,70.0,740.0,none
2233,19.45,754.5,none
2234,69.9,3883.3,none
2235,59.7,1414.2,none
2236,78.35,3211.2,none
2237,71.45,371.6,none
2238,45.85,1246.4,none
2239,95.85,95.85,none
2240,35.7,2545.7,none
2241,89.55,6448.85,none
2242,24.95,1468.9,none
2243,24.85,1013.6,none
2244,100.8,6690.75,none
2245,64.4,2088.75,none
2246,105.35,7240.65,none
2247,102.45,102.45,none
2248,19.65,830.25,none
2249,54.45,1588.7,zero_monthly
2250,70.5,829.3,overbilled_monthly
2251,20.1,302.45,none
2252,69.35,712.25,none
2253,19.8,1336.65,none
2254,74.4,5360.75,none
2255,93.05,6735.05,none
2256,51.2,51.2,none
2257,65.6,1010.0,none
2258,80.55,4847.05,none
2259,52.7,3019.7,none
2260,20.85,161.65,none
2261,80.1,217.55,none
2262,52.15,2583.75,none
2263,80.2,146.05,none
2264,98.15,567.45,none
2265,114.95,7711.25,none
2266,112.95,1384.75,none
2267,104.45,5481.25,none
2268,113.65,8124.2,none
2269,20.6,827.3,none
2270,70.9,70.9,none
2271,86.85,220.95,none
2272,91.55,3673.6,none
2273,49.85,49.85,none
2274,19.8,576.65,none
2275,99.85,2331.3,none
2276,74.5,74.5,none
2277,104.15,4495.65,none
2278,109.15,6941.2,none
2279,48.2,340.35,none
2280,25.1,1789.9,none
2281,100.15,908.55,none
2282,65.2,1043.35,none
2283,99.5,6822.15,total_missing
2284,71.55,71.55,none
2285,55.9,157.55,none
2286,93.9,5029.2,none
2287,64.4,581.7,none
2288,108.4,7318.2,none
2289,85.3,420.45,none
2290,107.45,7576.7,none
2291,48.75,633.4,none
2292,85.65,321.65,none
2293,91.3,4965.0,none
2294,85.95,6151.9,none
2295,106.7,1253.9,none
2296,25.15,25.15,none
2297,45.2,45.2,none
2298,110.35,5893.15,none
2299,79.2,5420.65,none
2300,55.5,2627.35,none
2301,103.25,5037.55,none
2302,90.25,743.75,none
2303,91.25,6589.6,none
2304,47.8,92.45,none
2305,100.9,6733.15,none
2306,97.7,3410.0,none
2307,69.85,199.85,none
2308,65.6,593.3,none
2309,104.65,7288.4,none
2310,90.45,5229.8,none
2311,63.7,4464.8,none
2312,104.5,5068.05,none
2313,20.1,401.85,none
2314,104.3,4451.85,none
2315,93.25,6688.95,none
2316,73.45,2661.1,none
2317,20.7,73.05,none
2318,25.25,1211.65,none
2319,100.5,7030.65,none
2320,90.6,1020.2,none
2321,89.4,5597.65,none
2322,95.45,6223.3,none
2323,20.45,1024.65,none
2324,98.6,2933.2,none
2325,83.05,1258.3,none
2326,19.95,82.9,none
2327,109.15,7789.6,none
2328,85.7,2067.0,none
2329,102.05,3452.55,none
2330,94.7,5468.95,none
2331,64.4,1802.15,none
2332,26.8,733.55,none
2333,66.05,3021.45,none
2334,65.2,3687.85,none
2335,85.05,1391.15,none
2336,55.8,274.35,none
2337,70.4,1214.05,none
2338,104.75,5510.65,none
2339,19.95,1322.85,none
2340,94.25,1973.75,none
2341,45.0,2196.3,none
2342,114.9,7843.55,overbilled_monthly
2343,106.4,3211.9,none
2344,46.1,130.15,none
2345,39.7,692.35,none
2346,20.05,85.5,none
2347,95.75,6849.4,none
2348,24.4,203.95,none
2349,33.6,2117.2,none
2350,90.45,6565.85,none
2351,84.0,424.75,none
2352,67.4,3306.85,none
2353,19.7,168.9,none
2354,80.35,253.8,none
2355,19.6,197.4,none
2356,54.2,3838.2,none
2357,45.2,2065.15,none
2358,75.1,5064.45,none
2359,19.7,1140.05,none
2360,72.75,2447.45,none
2361,20.05,1263.9,none
2362,45.95,45.95,none
2363,39.2,1838.15,none
2364,44.75,44.75,none
2365,82.65,1185.0,none
2366,93.9,1743.9,none
2367,70.15,70.15,none
2368,85.55,85.55,none
2369,117.15,8529.5,none
2370,99.25,6549.45,none
2371,112.55,7806.5,none
2372,25.7,25.7,none
2373,90.3,6287.3,none
2374,49.4,3251.85,none
2375,19.4,50.6,none
2376,109.7,7904.25,none
2377,61.25,729.95,none
2378,55.3,2654.05,none
2379,70.3,2416.55,none
2380,106.35,3520.75,none
2381,103.75,5969.95,none
2382,19.5,226.8,none
2383,39.5,1082.75,none
2384,26.05,565.75,none
2385,91.05,4370.75,total_missing
2386,29.65,90.05,none
2387,50.2,2169.4,none
2388,105.3,550.6,none
2389,55.45,55.45,none
2390,85.45,6300.85,none
2391,19.8,160.05,none
2392,59.25,436.6,none
2393,90.7,1781.35,none
2394,103.7,3467.0,none
2395,79.05,5552.5,none
2396,90.7,2835.5,none
2397,95.0,3591.25,none
2398,88.35,88.35,none
2399,30.25,63.75,none
2400,49.85,617.15,none
2401,93.0,870.25,none
2402,54.55,601.25,none
2403,19.7,111.65,none
2404,84.8,6046.1,none
2405,94.45,3923.8,none
2406,94.2,777.3,none
2407,96.25,512.45,none
2408,70.7,141.45,none
2409,20.85,892.15,none
2410,60.0,1682.05,total_decimal_shift
2411,80.45,3398.9,none
2412,84.95,4984.85,none
2413,33.55,1445.3,none
2414,49.65,305.55,none
2415,20.2,507.9,none
2416,94.55,3640.45,none
2417,100.5,2673.45,none
2418,35.75,389.8,none
2419,86.45,2401.05,none
2420,53.8,651.55,none
2421,38.55,156.1,none
2422,39.9,2796.35,none
2423,70.05,70.05,none
2424,20.1,407.05,overbilled_monthly
2425,112.95,6465.0,none
2426,20.3,511.25,none
2427,35.65,646.05,none
2428,35.9,35.9,none
2429,99.25,3777.15,none
2430,82.95,4903.15,none
2431,55.65,1653.85,none
2432,24.45,47.5,none
2433,25.2,1306.3,none
2434,50.8,463.6,none
2435,19.65,60.65,none
2436,59.8,824.85,none
2437,73.55,2094.65,none
2438,61.4,438.9,none
2439,103.35,847.3,overbilled_monthly
2440,19.9,329.75,none
2441,19.45,674.55,none
2442,81.5,162.55,none
2443,84.8,546.95,none
2444,109.55,7887.25,none
2445,99.95,3186.65,none
2446,74.4,1972.35,none
2447,90.0,1527.35,none
2448,74.9,490.55,none
2449,104.85,1531.4,none
2450,59.65,683.25,none
2451,110.45,8058.85,none
2452,106.1,2847.4,none
2453,74.2,1133.9,none
2454,74.45,294.45,none
2455,24.55,1719.15,none
2456,89.35,461.7,none
2457,24.55,1160.45,none
2458,90.65,5199.8,none
2459,105.05,5163.3,none
2460,20.45,162.3,none
2461,19.55,883.35,none
2462,19.7,1341.5,none
2463,70.45,70.45,none
2464,85.65,659.45,none
2465,77.15,77.15,none
2466,35.25,35.25,none
2467,20.55,1205.05,none
2468,97.95,4917.9,none
2469,48.55,201.0,none
2470,20.0,599.3,none
2471,25.25,1733.15,none
2472,98.4,5149.5,none
2473,70.9,4677.1,none
2474,19.85,119.3,none
2475,106.35,4849.1,none
2476,99.5,5424.25,none
2477,84.7,5878.9,none
2478,86.05,244.85,none
2479,44.55,220.75,none
2480,75.85,4261.2,none
2481,93.85,5574.75,none
2482,25.0,1501.75,none
2483,45.0,89.75,none
2484,100.7,4541.2,none
2485,20.5,255.5,none
2486,80.45,1072.0,none
2487,90.45,2509.25,none
2488,60.45,1440.75,none
2489,55.25,1715.65,none
2490,78.45,5333.35,none
2491,100.55,3895.35,none
2492,20.35,869.9,none
2493,54.45,706.85,none
2494,90.75,512.25,none
2495,75.35,2636.05,none
2496,20.25,814.75,none
2497,20.05,388.6,none
2498,19.6,93.45,none
2499,53.8,1389.85,none
2500,70.2,2894.55,none
2501,75.5,4025.6,none
2502,20.35,1354.4,none
2503,26.05,1856.4,none
2504,20.6,926.0,none
2505,75.7,189.2,none
2506,20.1,682.1,none
2507,24.3,1778.7,zero_monthly
2508,24.5,1816.2,none
2509,110.5,7069.25,none
2510,25.25,1841.2,none
2511,74.25,74.25,none
2512,90.1,2656.7,none
2513,68.75,1689.45,none
2514,19.2,1054.75,none
2515,89.7,2187.55,none
2516,115.1,7334.05,none
2517,96.4,1581.2,none
2518,69.5,69.5,none
2519,99.65,2404.85,none
2520,91.45,171.45,none
2521,84.75,2839.45,none
2522,85.25,3132.75,none
2523,78.75,3942.45,none
2524,20.25,873.4,none
2525,19.9,1529.65,none
2526,97.75,6991.6,none
2527,19.4,19.4,none
2528,83.3,803.3,none
2529,80.1,679.3,total_decimal_shift
2530,62.7,2791.5,none
2531,100.4,715.0,none
2532,24.45,1681.6,none
2533,101.1,4016.2,none
2534,50.9,3281.65,none
2535,107.2,7317.1,none
2536,92.2,6474.45,none
2537,25.3,676.35,none
2538,113.4,8164.1,none
2539,40.55,1325.85,none
2540,26.0,1654.85,none
2541,111.95,7795.95,none
2542,53.8,3952.45,none
2543,72.1,2495.15,total_decimal_shift
2544,98.15,1230.25,total_decimal_shift
2545,78.85,876.75,none
2546,70.75,4263.45,none
2547,76.15,1992.95,none
2548,39.1,1982.1,none
2549,69.95,562.7,none
2550,20.05,33.7,none
2551,20.05,1090.1,none
2552,19.45,227.45,none
2553,26.9,1250.85,none
2554,19.2,37.2,none
2555,50.0,892.7,none
2556,60.0,487.75,none
2557,84.55,3713.95,none
2558,45.45,141.7,overbilled_monthly
2559,20.05,678.2,none
2560,115.55,8425.3,none
2561,93.7,4154.8,none
2562,99.0,7061.65,none
2563,50.55,3364.55,none
2564,105.95,2655.25,none
2565,82.0,1425.45,none
2566,25.0,332.5,none
2567,91.55,5963.95,none
2568,95.75,5742.9,none
2569,19.35,278.85,none
2570,24.85,1871.85,none
2571,94.05,2866.45,none
2572,100.4,4303.65,none
2573,25.0,1753.0,none
2574,54.75,54.75,none
2575,95.65,3759.05,none
2576,19.25,617.65,none
2577,108.25,5935.1,total_decimal_shift
2578,94.6,94.6,none
2579,98.9,2911.3,none
2580,20.15,982.95,none
2581,101.3,2974.5,none
2582,20.0,198.7,none
2583,105.3,1275.65,none
2584,69.85,4003.0,none
2585,65.25,3791.6,none
2586,19.8,813.3,none
2587,19.6,780.25,none
2588,20.05,552.9,none
2589,49.4,408.25,none
2590,76.05,231.8,none
2591,88.4,2191.15,none
2592,100.6,5611.7,none
2593,19.45,246.25,none
2594,20.3,1296.15,none
2595,107.65,7082.85,none
2596,80.45,5662.25,none
2597,58.85,1215.45,none
2598,109.6,7854.15,none
2599,75.15,525.0,none
2600,73.0,5265.2,none
2601,70.1,70.1,none
2602,98.65,7129.45,none
2603,111.45,7266.95,none
2604,114.9,8496.7,none
2605,100.55,2878.75,none
2606,20.4,261.3,none
2607,104.35,3205.6,none
2608,69.75,69.75,none
2609,34.5,279.25,none
2610,105.55,6281.45,none
2611,30.1,1131.3,none
2612,70.3,738.2,none
2613,80.45,1137.05,none
2614,80.2,80.2,none
2615,94.35,6341.45,none
2616,91.35,6697.2,none
2617,44.6,260.8,none
2618,19.6,19.6,none
2619,19.9,505.45,none
2620,110.45,3655.45,none
2621,68.35,1299.8,none
2622,79.1,5564.85,none
2623,51.0,1381.8,none
2624,80.55,188.1,none
2625,66.7,1077.05,none
2626,86.4,4922.4,none
2627,50.05,2911.5,none
2628,25.7,826.1,none
2629,83.4,83.4,none
2630,70.7,140.7,none
2631,84.65,5377.8,none
2632,99.25,665.45,none
2633,64.75,3617.1,none
2634,100.15,6643.5,none
2635,84.8,84.8,none
2636,25.25,1559.3,none
2637,113.0,7987.6,none
2638,40.65,1547.35,none
2639,105.0,5426.85,none
2640,54.45,1127.35,none
2641,94.95,2142.8,none
2642,59.9,287.85,none
2643,85.3,4045.65,none
2644,83.35,2757.85,none
2645,33.5,600.0,none
2646,19.8,19.8,none
2647,81.8,4534.45,none
2648,20.0,40.9,none
2649,59.6,2094.9,none
2650,25.0,1584.8,none
2651,84.35,1302.65,none
2652,90.35,2238.5,none
2653,55.55,55.55,none
2654,75.35,5437.75,none
2655,90.75,90.75,none
2656,89.6,365.65,none
2657,59.3,2209.15,none
2658,66.1,1912.15,none
2659,18.8,255.55,none
2660,86.45,5175.3,none
2661,52.1,670.65,none
2662,47.4,3177.25,none
2663,49.25,90.35,none
2664,109.15,6557.75,none
2665,94.95,5791.85,none
2666,93.55,3055.5,none
2667,79.5,5196.1,none
2668,115.05,8405.0,none
2669,19.75,19.75,none
2670,95.15,1789.25,none
2671,95.15,5000.05,none
2672,105.4,6713.2,none
2673,20.1,562.6,none
2674,101.35,2317.1,none
2675,20.05,91.45,none
2676,20.7,828.85,overbilled_monthly
2677,20.35,617.35,none
2678,70.05,266.9,none
2679,19.7,625.05,none
2680,74.65,301.4,none
2681,85.45,6029.9,none
2682,40.4,1842.7,none
2683,50.4,206.6,none
2684,79.65,604.7,none
2685,105.2,7386.05,none
2686,100.65,7334.05,none
2687,79.85,1471.75,none
2688,91.0,2626.15,none
2689,78.75,412.1,none
2690,116.75,8277.05,none
2691,80.45,583.45,none
2692,59.1,369.25,none
2693,49.8,1049.05,none
2694,19.3,1414.8,none
2695,19.65,169.75,none
2696,81.4,4354.45,none
2697,38.9,2719.2,none
2698,87.95,6365.35,none
2699,19.85,51.6,none
2700,96.35,3190.25,none
2701,24.15,812.5,none
2702,19.1,1143.8,none
2703,44.0,44.0,none
2704,50.1,50.1,none
2705,60.6,3297.0,none
2706,25.65,1887.0,none
2707,76.4,151.8,none
2708,98.7,293.65,none
2709,100.8,1308.1,none
2710,53.95,2215.4,none
2711,20.4,482.8,none
2712,90.1,2598.95,none
2713,29.35,216.45,none
2714,20.45,20.45,none
2715,95.1,5064.85,none
2716,25.25,996.45,none
2717,44.9,839.65,none
2718,92.65,6733.0,none
2719,43.7,2618.3,none
2720,72.6,4084.35,none
2721,51.55,765.5,none
2722,79.25,793.55,none
2723,18.95,613.95,none
2724,20.5,402.85,none
2725,19.95,1244.8,none
2726,24.5,46.4,none
2727,20.6,581.85,none
2728,94.85,462.8,none
2729,61.05,1540.2,none
2730,85.7,169.8,none
2731,106.65,5168.1,none
2732,108.25,6780.1,none
2733,20.4,94.5,none
2734,55.3,55.3,none
2735,20.25,208.0,none
2736,72.95,3829.75,none
2737,89.45,5294.6,none
2738,104.65,6889.8,none
2739,75.2,3254.35,none
2740,101.15,6383.9,none
2741,44.4,44.4,none
2742,89.5,477.7,none
2743,68.75,4447.55,none
2744,111.05,7321.05,none
2745,99.0,4135.0,none
2746,86.05,86.05,none
2747,21.0,697.7,none
2748,19.4,168.65,none
2749,44.55,174.3,none
2750,77.2,2753.8,none
2751,19.45,69.25,none
2752,24.85,434.8,none
2753,35.4,1077.5,none
2754,95.65,95.65,none
2755,41.35,107.25,none
2756,19.6,851.2,none
2757,20.95,20.95,none
2758,84.45,5848.6,none
2759,20.25,109.8,none
2760,19.65,19.65,none
2761,20.65,595.5,total_missing
2762,34.7,329.8,none
2763,99.3,2513.5,none
2764,81.05,5135.35,none
2765,67.6,2000.2,none
2766,70.15,931.75,none
2767,115.0,7396.15,none
2768,84.8,3958.85,none
2769,19.7,260.9,none
2770,19.75,297.3,none
2771,92.55,1515.1,none
2772,63.15,816.8,none
2773,74.0,4868.4,none
2774,29.1,688.0,none
2775,50.05,288.35,none
2776,60.05,3229.65,none
2777,74.3,1178.25,none
2778,20.0,185.4,none
2779,74.65,966.25,none
2780,85.35,758.6,none
2781,74.3,1863.8,none
2782,44.4,265.8,none
2783,85.4,3297.0,none
2784,94.1,4107.3,none
2785,98.1,396.3,none
2786,108.9,2809.05,none
2787,56.2,1567.55,none
2788,26.1,1851.45,none
2789,85.45,6028.95,none
2790,88.95,2072.75,none
2791,109.65,5551.15,none
2792,74.35,4317.35,none
2793,48.85,736.8,none
2794,80.1,336.15,none
2795,56.05,1522.65,none
2796,74.55,622.9,none
2797,89.8,4959.6,none
2798,100.95,329.95,none
2799,94.9,1048.85,none
2800,19.1,1001.5,none
2801,20.35,442.6,none
2802,106.05,6703.5,none
2803,104.9,3351.55,none
2804,19.65,779.25,none
2805,24.1,259.8,none
2806,59.85,3483.45,none
2807,86.1,4890.5,none
2808,19.45,136.75,none
2809,97.1,184.15,none
2810,36.65,1315.0,none
2811,103.9,6767.1,none
2812,19.75,757.95,none
2813,104.05,6890.0,none
2814,24.55,1657.4,none
2815,48.7,3008.55,none
2816,88.35,262.05,none
2817,109.55,8165.1,none
2818,20.65,875.55,none
2819,94.65,2649.15,none
2820,55.2,220.65,none
2821,24.05,1301.9,none
2822,74.4,74.4,none
2823,79.9,3326.2,none
2824,20.45,790.0,none
2825,19.25,1237.65,none
2826,26.35,378.6,none
2827,43.8,592.65,none
2828,50.15,50.15,none
2829,20.45,20.45,none
2830,69.7,560.85,none
2831,61.4,3638.25,none
2832,98.1,1060.2,none
2833,70.75,2921.75,none
2834,61.15,4017.45,none
2835,20.25,854.9,total_missing
2836,63.85,4174.35,none
2837,98.7,4920.55,none
2838,20.5,20.5,none
2839,20.0,810.3,none
2840,19.3,772.4,none
2841,84.4,1936.85,none
2842,25.1,79.8,none
2843,48.25,202.25,none
2844,19.85,1070.5,none
2845,99.6,347.65,none
2846,94.2,999.9,none
2847,62.15,113.1,none
2848,79.3,2015.8,none
2849,56.25,1454.25,none
2850,20.3,246.7,none
2851,99.0,6017.9,none
2852,90.6,5817.45,none
2853,85.9,5595.3,none
2854,79.2,4765.0,none
2855,70.35,1201.65,none
2856,19.35,867.3,none
2857,50.15,50.15,none
2858,63.8,3007.25,none
2859,20.55,252.75,none
2860,88.55,6306.5,none
2861,101.4,6841.05,none
2862,81.95,81.95,none
2863,69.35,451.1,total_missing
2864,44.6,44.6,none
2865,63.75,226.2,none
2866,109.25,7082.5,none
2867,84.6,1017.35,none
2868,20.45,527.35,none
2869,85.75,2146.5,none
2870,91.1,455.3,none
2871,107.95,5969.85,none
2872,86.1,1235.55,none
2873,22.95,1014.25,none
2874,94.7,2362.1,none
2875,19.45,1225.65,none
2876,85.1,1873.7,none
2877,19.7,386.5,none
2878,99.15,6010.05,none
2879,87.0,1850.65,none
2880,102.95,7101.5,none
2881,79.95,1043.4,none
2882,64.0,1910.75,none
2883,64.9,716.1,none
2884,25.75,1686.15,none
2885,90.15,6716.45,none
2886,116.1,7839.85,none
2887,104.95,6236.75,none
2888,45.05,45.05,none
2889,71.0,71.0,none
2890,50.0,2919.85,none
2891,70.55,3309.25,none
2892,79.7,79.7,none
2893,20.45,20.45,none
2894,59.0,1254.7,none
2895,60.35,2896.4,none
2896,19.85,717.5,none
2897,19.95,253.8,none
2898,26.45,1110.05,none
2899,63.4,348.8,none
2900,53.95,3888.65,none
2901,69.25,69.25,none
2902,95.1,6843.15,none
2903,74.1,450.9,none
2904,35.5,432.25,none
2905,70.95,1767.35,none
2906,79.2,1742.45,none
2907,48.8,297.35,none
2908,89.0,1820.45,none
2909,99.4,1742.95,none
2910,55.45,2444.25,none
2911,25.4,949.8,none
2912,73.5,73.5,none
2913,93.5,2970.8,none
2914,63.9,3334.95,none
2915,64.85,2010.95,none
2916,63.8,4684.3,none
2917,44.45,2181.55,none
2918,19.95,1303.25,none
2919,43.35,371.4,none
2920,49.65,2409.9,none
2921,85.1,6155.4,none
2922,95.5,829.1,none
2923,92.35,2602.9,none
2924,89.8,4667.0,none
2925,74.55,824.75,zero_monthly
2926,103.05,5153.5,none
2927,116.0,8182.85,none
2928,69.9,69.9,none
2929,95.1,6683.4,none
2930,40.25,1564.05,none
2931,25.75,755.6,none
2932,105.35,3465.05,none
2933,113.6,6292.7,none
2934,24.0,1664.3,none
2935,19.4,198.1,none
2936,86.1,6045.9,none
2937,102.65,4108.15,none
2938,92.85,5980.75,none
2939,97.75,5043.2,none
2940,83.8,1029.75,none
2941,54.45,2854.55,none
2942,97.95,7114.25,none
2943,19.95,907.05,none
2944,24.6,973.95,none
2945,50.95,605.75,none
2946,75.6,661.55,none
2947,80.75,4116.9,none
2948,90.4,4494.65,none
2949,99.8,4259.3,none
2950,60.25,3282.75,none
2951,20.2,55.7,none
2952,64.15,1274.45,none
2953,20.25,493.95,none
2954,105.85,2239.65,none
2955,75.45,480.75,none
2956,93.85,635.6,none
2957,99.0,5038.15,none
2958,80.3,324.2,none
2959,19.55,19.55,none
2960,100.75,2793.55,none
2961,100.75,2095.0,zero_monthly
2962,53.75,648.65,none
2963,31.0,95.05,none
2964,25.6,917.15,none
2965,58.35,1346.9,none
2966,80.0,4242.35,none
2967,46.35,672.7,none
2968,113.75,6561.25,none
2969,90.4,268.45,none
2970,109.3,7337.55,none
2971,70.25,331.9,none
2972,90.3,5194.05,none
2973,65.25,4478.85,none
2974,100.15,6283.3,none
2975,94.5,2659.4,none
2976,60.65,196.9,none
2977,24.1,439.2,none
2978,19.5,19.5,none
2979,85.95,2107.15,none
2980,53.5,3035.8,none
2981,25.45,1866.45,none
2982,20.5,1430.95,none
2983,20.85,1071.6,none
2984,89.9,6457.15,none
2985,26.0,684.05,none
2986,113.2,3914.05,none
2987,69.05,3842.6,none
2988,20.1,670.35,none
2989,109.65,7880.25,none
2990,19.2,19.2,none
2991,33.9,298.45,none
2992,90.0,3371.75,none
2993,34.0,442.45,none
2994,20.4,20.4,none
2995,38.6,2345.55,none
2996,25.25,25.25,none
2997,60.6,1156.35,none
2998,89.95,6143.15,none
2999,74.75,144.8,none
3000,20.6,414.95,none
3001,84.45,1059.55,none
3002,20.4,181.8,none
3003,81.7,2212.55,none
3004,79.5,2180.55,none
3005,89.15,89.15,none
3006,20.3,459.95,none
3007,74.95,1036.75,none
3008,74.4,2276.95,none
3009,20.0,211.95,none
3010,25.0,25.0,none
3011,80.45,3162.65,none
3012,19.75,210.65,none
3013,65.65,3566.7,none
3014,71.0,2080.1,total_decimal_shift
3015,89.2,4040.2,none
3016,86.75,5186.0,none
3017,55.3,196.15,none
3018,61.5,1087.45,none
3019,25.1,1672.15,none
3020,55.15,1206.05,none
3021,34.05,1113.95,none
3022,19.95,107.05,none
3023,19.95,38.15,zero_monthly
3024,89.7,6339.3,none
3025,20.4,184.1,none
3026,26.3,1688.9,none
3027,84.95,1378.25,none
3028,20.7,137.6,none
3029,43.25,219.0,none
3030,48.35,1067.15,none
3031,79.55,79.55,none
3032,71.05,3444.85,none
3033,19.45,369.05,none
3034,110.8,7553.6,none
3035,84.5,84.5,overbilled_monthly
3036,69.3,1813.1,none
3037,49.35,3321.35,none
3038,20.35,707.5,none
3039,105.6,7112.15,none
3040,64.45,4641.1,none
3041,108.6,7690.9,none
3042,49.9,49.9,none
3043,30.3,1380.1,zero_monthly
3044,30.4,78.65,none
3045,45.4,45.4,zero_monthly
3046,65.65,3094.65,none
3047,103.3,6518.35,none
3048,84.15,2585.95,none
3049,44.45,82.7,none
3050,19.75,58.85,none
3051,85.4,425.9,none
3052,89.9,6342.7,none
3053,55.05,2030.75,none
3054,104.1,6700.05,none
3055,106.6,7244.7,none
3056,75.2,3678.3,none
3057,70.5,3486.65,zero_monthly
3058,19.6,411.15,none
3059,55.85,937.5,none
3060,24.05,1559.15,none
3061,38.1,970.4,none
3062,106.4,2483.5,none
3063,34.25,828.2,none
3064,100.05,3810.55,none
3065,68.65,1493.2,none
3066,45.8,45.8,overbilled_monthly
3067,75.75,777.3,none
3068,84.4,556.35,none
3069,96.4,4911.05,none
3070,20.55,187.35,none
3071,50.95,307.6,none
3072,90.5,4318.35,none
3073,79.4,4820.55,none
3074,58.75,3038.55,none
3075,59.45,2136.9,none
3076,105.7,7472.15,none
3077,56.25,389.1,none
3078,53.3,2296.25,none
3079,85.55,187.45,none
3080,68.65,261.25,none
3081,24.3,38.45,none
3082,77.85,299.2,none
3083,59.9,3043.6,none
3084,23.95,1506.4,none
3085,20.15,163.7,none
3086,105.35,323.25,none
3087,95.65,1640.0,none
3088,87.05,762.1,none
3089,81.0,3846.35,none
3090,82.45,5646.6,none
3091,53.5,53.5,none
3092,20.5,79.05,none
3093,25.1,25.1,none
3094,54.4,1516.6,none
3095,58.6,2224.5,none
3096,84.8,888.75,none
3097,61.4,4310.35,none
3098,20.4,42.9,none
3099,79.65,2365.15,none
3100,20.15,353.65,none
3101,94.45,5073.1,none
3102,79.8,4526.85,none
3103,54.2,308.25,none
3104,19.45,19.45,none
3105,74.05,678.45,none
3106,49.15,1237.3,none
3107,19.4,1023.95,none
3108,113.65,8182.75,none
3109,106.0,4532.3,none
3110,25.95,1444.05,none
3111,19.1,19.1,none
3112,103.4,7372.65,none
3113,100.55,7325.1,none
3114,95.4,3474.2,none
3115,75.15,392.65,none
3116,84.45,1058.6,none
3117,89.15,3990.75,none
3118,107.9,7475.85,none
3119,19.5,835.5,none
3120,85.95,2628.6,none
3121,24.95,1718.35,none
3122,59.4,1023.9,none
3123,19.5,1193.55,none
3124,69.95,1205.5,none
